Jan - Dec reference period,Police Service Area,Local Government Area,CSA Offence Division,Offence Count
2012,CASEY,CASEY,A Crimes against the person,13
2012,CASEY,CASEY,A Crimes against the person,453
2012,CASEY,CASEY,A Crimes against the person,173
2012,CASEY,CASEY,B Property and deception offences,206
2012,CASEY,CASEY,B Property and deception offences,7
2012,CASEY,CASEY,B Property and deception offences,1685
2012,CASEY,CASEY,B Property and deception offences,106
2012,CASEY,CASEY,B Property and deception offences,10
2012,CASEY,CASEY,B Property and deception offences,82
2012,CASEY,CASEY,B Property and deception offences,1571
2012,CASEY,CASEY,B Property and deception offences,625
2012,CASEY,CASEY,B Property and deception offences,1599
2012,CASEY,CASEY,B Property and deception offences,790
2012,CASEY,CASEY,B Property and deception offences,50
2012,CASEY,CASEY,B Property and deception offences,266
2012,CASEY,CASEY,B Property and deception offences,1
2012,CASEY,CASEY,B Property and deception offences,1653
2012,CASEY,CASEY,B Property and deception offences,49
2012,CASEY,CASEY,B Property and deception offences,556
2012,CASEY,CASEY,B Property and deception offences,14
2012,CASEY,CASEY,B Property and deception offences,3
2012,CASEY,CASEY,B Property and deception offences,4
2012,CASEY,CASEY,C Drug offences,178
2012,CASEY,CASEY,C Drug offences,71
2012,CASEY,CASEY,C Drug offences,596
2012,CASEY,CASEY,D Public order and security offences,396
2012,CASEY,CASEY,D Public order and security offences,407
2012,CASEY,CASEY,D Public order and security offences,47
2012,CASEY,CASEY,D Public order and security offences,3
2012,CASEY,CASEY,E Justice procedures offences,158
2012,CASEY,CASEY,E Justice procedures offences,961
2012,CASEY,CASEY,F Other offences,1
2012,CASEY,CASEY,F Other offences,9
2012,CASEY,CASEY,F Other offences,6
2012,CASEY,CASEY,F Other offences,12
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,A Crimes against the person,104
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,A Crimes against the person,42
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,A Crimes against the person,1
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,A Crimes against the person,2
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,A Crimes against the person,38
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,A Crimes against the person,15
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,8
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,1
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,2
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,141
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,36
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,5
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,1
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,77
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,17
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,35
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,20
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,5
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,10
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,128
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,9
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,39
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,B Property and deception offences,2
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,C Drug offences,3
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,C Drug offences,4
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,C Drug offences,28
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,D Public order and security offences,29
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,D Public order and security offences,75
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,D Public order and security offences,9
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,E Justice procedures offences,20
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,E Justice procedures offences,55
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,F Other offences,1
2012,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,F Other offences,2
2012,CENTRAL GOLDFIELDS,LODDON,A Crimes against the person,42
2012,CENTRAL GOLDFIELDS,LODDON,A Crimes against the person,14
2012,CENTRAL GOLDFIELDS,LODDON,A Crimes against the person,3
2012,CENTRAL GOLDFIELDS,LODDON,A Crimes against the person,1
2012,CENTRAL GOLDFIELDS,LODDON,A Crimes against the person,7
2012,CENTRAL GOLDFIELDS,LODDON,A Crimes against the person,1
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,2
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,7
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,45
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,4
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,2
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,64
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,9
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,15
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,10
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,3
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,4
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,75
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,1
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,4
2012,CENTRAL GOLDFIELDS,LODDON,B Property and deception offences,2
2012,CENTRAL GOLDFIELDS,LODDON,C Drug offences,2
2012,CENTRAL GOLDFIELDS,LODDON,C Drug offences,11
2012,CENTRAL GOLDFIELDS,LODDON,D Public order and security offences,6
2012,CENTRAL GOLDFIELDS,LODDON,D Public order and security offences,22
2012,CENTRAL GOLDFIELDS,LODDON,E Justice procedures offences,6
2012,CENTRAL GOLDFIELDS,LODDON,E Justice procedures offences,16
2012,CENTRAL GOLDFIELDS,LODDON,F Other offences,6
2012,CENTRAL GOLDFIELDS,LODDON,F Other offences,1
2012,CENTRAL GOLDFIELDS,LODDON,F Other offences,1
2012,DAREBIN,DAREBIN,A Crimes against the person,5
2012,DAREBIN,DAREBIN,A Crimes against the person,745
2012,DAREBIN,DAREBIN,A Crimes against the person,202
2012,DAREBIN,DAREBIN,A Crimes against the person,20
2012,DAREBIN,DAREBIN,A Crimes against the person,152
2012,DAREBIN,DAREBIN,A Crimes against the person,4
2012,DAREBIN,DAREBIN,A Crimes against the person,230
2012,DAREBIN,DAREBIN,A Crimes against the person,75
2012,DAREBIN,DAREBIN,B Property and deception offences,88
2012,DAREBIN,DAREBIN,B Property and deception offences,863
2012,DAREBIN,DAREBIN,B Property and deception offences,86
2012,DAREBIN,DAREBIN,B Property and deception offences,10
2012,DAREBIN,DAREBIN,B Property and deception offences,84
2012,DAREBIN,DAREBIN,B Property and deception offences,1686
2012,DAREBIN,DAREBIN,B Property and deception offences,848
2012,DAREBIN,DAREBIN,B Property and deception offences,1771
2012,DAREBIN,DAREBIN,B Property and deception offences,832
2012,DAREBIN,DAREBIN,B Property and deception offences,156
2012,DAREBIN,DAREBIN,B Property and deception offences,223
2012,DAREBIN,DAREBIN,B Property and deception offences,4
2012,DAREBIN,DAREBIN,B Property and deception offences,1017
2012,DAREBIN,DAREBIN,B Property and deception offences,73
2012,DAREBIN,DAREBIN,B Property and deception offences,682
2012,DAREBIN,DAREBIN,B Property and deception offences,14
2012,DAREBIN,DAREBIN,B Property and deception offences,1
2012,DAREBIN,DAREBIN,B Property and deception offences,1
2012,DAREBIN,DAREBIN,C Drug offences,104
2012,DAREBIN,DAREBIN,C Drug offences,36
2012,DAREBIN,DAREBIN,C Drug offences,423
2012,DAREBIN,DAREBIN,D Public order and security offences,220
2012,DAREBIN,DAREBIN,D Public order and security offences,286
2012,DAREBIN,DAREBIN,D Public order and security offences,67
2012,DAREBIN,DAREBIN,D Public order and security offences,3
2012,DAREBIN,DAREBIN,E Justice procedures offences,148
2012,DAREBIN,DAREBIN,E Justice procedures offences,281
2012,DAREBIN,DAREBIN,F Other offences,1
2012,DAREBIN,DAREBIN,F Other offences,12
2012,DAREBIN,DAREBIN,F Other offences,5
2012,DAREBIN,DAREBIN,F Other offences,16
2012,EAST GIPPSLAND,EAST GIPPSLAND,A Crimes against the person,2
2012,EAST GIPPSLAND,EAST GIPPSLAND,A Crimes against the person,470
2012,EAST GIPPSLAND,EAST GIPPSLAND,A Crimes against the person,69
2012,EAST GIPPSLAND,EAST GIPPSLAND,A Crimes against the person,1
2012,EAST GIPPSLAND,EAST GIPPSLAND,A Crimes against the person,6
2012,EAST GIPPSLAND,EAST GIPPSLAND,A Crimes against the person,76
2012,EAST GIPPSLAND,EAST GIPPSLAND,A Crimes against the person,25
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,30
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,1
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,5
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,544
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,14
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,3
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,18
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,310
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,48
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,210
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,89
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,43
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,37
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,417
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,10
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,35
2012,EAST GIPPSLAND,EAST GIPPSLAND,B Property and deception offences,5
2012,EAST GIPPSLAND,EAST GIPPSLAND,C Drug offences,15
2012,EAST GIPPSLAND,EAST GIPPSLAND,C Drug offences,21
2012,EAST GIPPSLAND,EAST GIPPSLAND,C Drug offences,56
2012,EAST GIPPSLAND,EAST GIPPSLAND,D Public order and security offences,87
2012,EAST GIPPSLAND,EAST GIPPSLAND,D Public order and security offences,227
2012,EAST GIPPSLAND,EAST GIPPSLAND,D Public order and security offences,20
2012,EAST GIPPSLAND,EAST GIPPSLAND,E Justice procedures offences,65
2012,EAST GIPPSLAND,EAST GIPPSLAND,E Justice procedures offences,194
2012,EAST GIPPSLAND,EAST GIPPSLAND,F Other offences,3
2012,EAST GIPPSLAND,EAST GIPPSLAND,F Other offences,14
2012,EAST GIPPSLAND,EAST GIPPSLAND,F Other offences,16
2012,FRANKSTON,FRANKSTON,A Crimes against the person,4
2012,FRANKSTON,FRANKSTON,A Crimes against the person,1274
2012,FRANKSTON,FRANKSTON,A Crimes against the person,356
2012,FRANKSTON,FRANKSTON,A Crimes against the person,23
2012,FRANKSTON,FRANKSTON,A Crimes against the person,83
2012,FRANKSTON,FRANKSTON,A Crimes against the person,4
2012,FRANKSTON,FRANKSTON,A Crimes against the person,244
2012,FRANKSTON,FRANKSTON,A Crimes against the person,138
2012,FRANKSTON,FRANKSTON,B Property and deception offences,105
2012,FRANKSTON,FRANKSTON,B Property and deception offences,6
2012,FRANKSTON,FRANKSTON,B Property and deception offences,1378
2012,FRANKSTON,FRANKSTON,B Property and deception offences,212
2012,FRANKSTON,FRANKSTON,B Property and deception offences,6
2012,FRANKSTON,FRANKSTON,B Property and deception offences,76
2012,FRANKSTON,FRANKSTON,B Property and deception offences,1085
2012,FRANKSTON,FRANKSTON,B Property and deception offences,521
2012,FRANKSTON,FRANKSTON,B Property and deception offences,1193
2012,FRANKSTON,FRANKSTON,B Property and deception offences,914
2012,FRANKSTON,FRANKSTON,B Property and deception offences,60
2012,FRANKSTON,FRANKSTON,B Property and deception offences,288
2012,FRANKSTON,FRANKSTON,B Property and deception offences,6
2012,FRANKSTON,FRANKSTON,B Property and deception offences,1096
2012,FRANKSTON,FRANKSTON,B Property and deception offences,52
2012,FRANKSTON,FRANKSTON,B Property and deception offences,1
2012,FRANKSTON,FRANKSTON,B Property and deception offences,632
2012,FRANKSTON,FRANKSTON,B Property and deception offences,26
2012,FRANKSTON,FRANKSTON,B Property and deception offences,1
2012,FRANKSTON,FRANKSTON,B Property and deception offences,4
2012,FRANKSTON,FRANKSTON,C Drug offences,127
2012,FRANKSTON,FRANKSTON,C Drug offences,78
2012,FRANKSTON,FRANKSTON,C Drug offences,562
2012,FRANKSTON,FRANKSTON,C Drug offences,2
2012,FRANKSTON,FRANKSTON,D Public order and security offences,533
2012,FRANKSTON,FRANKSTON,D Public order and security offences,1002
2012,FRANKSTON,FRANKSTON,D Public order and security offences,74
2012,FRANKSTON,FRANKSTON,E Justice procedures offences,315
2012,FRANKSTON,FRANKSTON,E Justice procedures offences,1027
2012,FRANKSTON,FRANKSTON,F Other offences,23
2012,FRANKSTON,FRANKSTON,F Other offences,24
2012,FRANKSTON,FRANKSTON,F Other offences,9
2012,GEELONG,GREATER GEELONG,A Crimes against the person,4
2012,GEELONG,GREATER GEELONG,A Crimes against the person,1356
2012,GEELONG,GREATER GEELONG,A Crimes against the person,321
2012,GEELONG,GREATER GEELONG,A Crimes against the person,12
2012,GEELONG,GREATER GEELONG,A Crimes against the person,103
2012,GEELONG,GREATER GEELONG,A Crimes against the person,3
2012,GEELONG,GREATER GEELONG,A Crimes against the person,303
2012,GEELONG,GREATER GEELONG,A Crimes against the person,102
2012,GEELONG,GREATER GEELONG,B Property and deception offences,152
2012,GEELONG,GREATER GEELONG,B Property and deception offences,2
2012,GEELONG,GREATER GEELONG,B Property and deception offences,1885
2012,GEELONG,GREATER GEELONG,B Property and deception offences,26
2012,GEELONG,GREATER GEELONG,B Property and deception offences,9
2012,GEELONG,GREATER GEELONG,B Property and deception offences,79
2012,GEELONG,GREATER GEELONG,B Property and deception offences,2173
2012,GEELONG,GREATER GEELONG,B Property and deception offences,655
2012,GEELONG,GREATER GEELONG,B Property and deception offences,2359
2012,GEELONG,GREATER GEELONG,B Property and deception offences,767
2012,GEELONG,GREATER GEELONG,B Property and deception offences,160
2012,GEELONG,GREATER GEELONG,B Property and deception offences,347
2012,GEELONG,GREATER GEELONG,B Property and deception offences,1905
2012,GEELONG,GREATER GEELONG,B Property and deception offences,43
2012,GEELONG,GREATER GEELONG,B Property and deception offences,1
2012,GEELONG,GREATER GEELONG,B Property and deception offences,469
2012,GEELONG,GREATER GEELONG,B Property and deception offences,18
2012,GEELONG,GREATER GEELONG,B Property and deception offences,1
2012,GEELONG,GREATER GEELONG,C Drug offences,81
2012,GEELONG,GREATER GEELONG,C Drug offences,35
2012,GEELONG,GREATER GEELONG,C Drug offences,407
2012,GEELONG,GREATER GEELONG,D Public order and security offences,425
2012,GEELONG,GREATER GEELONG,D Public order and security offences,817
2012,GEELONG,GREATER GEELONG,D Public order and security offences,98
2012,GEELONG,GREATER GEELONG,D Public order and security offences,2
2012,GEELONG,GREATER GEELONG,E Justice procedures offences,169
2012,GEELONG,GREATER GEELONG,E Justice procedures offences,998
2012,GEELONG,GREATER GEELONG,F Other offences,1
2012,GEELONG,GREATER GEELONG,F Other offences,13
2012,GEELONG,GREATER GEELONG,F Other offences,59
2012,GEELONG,GREATER GEELONG,F Other offences,8
2012,GEELONG,QUEENSCLIFFE,A Crimes against the person,8
2012,GEELONG,QUEENSCLIFFE,A Crimes against the person,2
2012,GEELONG,QUEENSCLIFFE,A Crimes against the person,1
2012,GEELONG,QUEENSCLIFFE,A Crimes against the person,3
2012,GEELONG,QUEENSCLIFFE,A Crimes against the person,1
2012,GEELONG,QUEENSCLIFFE,B Property and deception offences,15
2012,GEELONG,QUEENSCLIFFE,B Property and deception offences,16
2012,GEELONG,QUEENSCLIFFE,B Property and deception offences,3
2012,GEELONG,QUEENSCLIFFE,B Property and deception offences,18
2012,GEELONG,QUEENSCLIFFE,B Property and deception offences,10
2012,GEELONG,QUEENSCLIFFE,B Property and deception offences,5
2012,GEELONG,QUEENSCLIFFE,B Property and deception offences,21
2012,GEELONG,QUEENSCLIFFE,C Drug offences,1
2012,GEELONG,QUEENSCLIFFE,D Public order and security offences,7
2012,GEELONG,QUEENSCLIFFE,E Justice procedures offences,4
2012,GEELONG,QUEENSCLIFFE,E Justice procedures offences,2
2012,GEELONG,QUEENSCLIFFE,F Other offences,3
